ZH487_brain_cancer_4731_5mC	ZH492_brain_cancer_3926_5mC	ZH544_brain_cancer_5255_5mC	ZH478_brain_cancer_4896_5mC	Merge087_6555_plasma	ZH543_brain_cancer_5220_5mC	ZH523_brain_cancer_3661_5mC	ZH314_brain_cancer_plasma_5mC	ZH479_brain_cancer_6421_5mC	ZH480_brain_cancer_6440_5mC	ZH481_brain_cancer_6859_5mC	ZH317_brain_cancer_plasma_5mC	ZH501_brain_cancer_5182_5mC	ZH490_brain_cancer_5065_5mC	ZH315_brain_cancer_plasma_5mC	ZH500_brain_cancer_5148_5mC	ZH484_brain_cancer_4457_5mC	ZH474_brain_cancer_3880_5mC	ZH499_brain_cancer_5101_5mC	ZH452_brain_cancer_6592	ZH486_brain_cancer_4730_5mC	ZH513_brain_cancer_4337_5mC	ZH511_brain_cancer_4633_5mC	ZH453_brain_cancer_6860	ZH313_brain_cancer_plasma_5mC	ZH271_brain_cancer_plasma_5mC	ZH494_brain_cancer_4142_5mC	ZH318_brain_cancer_plasma_5mC	ZH450_brain_cancer_6539	ZH497_brain_cancer_5131_5mC	Merge046_3542_plasma_5mC	ZH154_brain_cancer_plasma_5mC	ZH498_brain_cancer_5100_5mC	ZH496_brain_cancer_4181_5mC	Merge086_6870_plasma	Merge043_5709_plasma_5mC	ZH312_brain_cancer_plasma_5mC	ZH454_brain_cancer_3380	Merge091_3543_plasma	ZH006_Plasma_5mC	ZH471_brain_cancer_3584	ZH540_brain_cancer_3563_5mC	Merge089_3446_plasma	ZH458_brain_cancer_3465	ZH459_brain_cancer_3466	ZH515_brain_cancer_3621_5mC	ZH276_brain_cancer_plasma_5mC	ZH455_brain_cancer_3389	Merge095_3560_plasma	Merge088_3431_plasma	ZH288_brain_cancer_plasma_5mC	ZH470_brain_cancer_3572	ZH303_brain_cancer_plasma_5mC	Merge092_3568_plasma	ZH517_brain_cancer_3630_5mC	ZH518_brain_cancer_3654_5mC	ZH465_brain_cancer_3562	ZH461_brain_cancer_3507	Merge045_6528_plasma_5mC	ZH277_brain_cancer_plasma_5mC	ZH521_brain_cancer_3575_5mC	ZH157_brain_cancer_plasma_5mC	ZH162_brain_cancer_plasma_5mC	ZH469_brain_cancer_3569	ZH516_brain_cancer_3622_5mC	ZH010_Plasma_5mC	ZH270_brain_cancer_plasma_5mC	Merge031_3454_plasma_5mC	Merge047_6458_plasma_5mC	Merge042_6413_plasma_5mC	ZH404_liver_cancer_AS1110	ZH418_liver_cancer_AS1129	ZH415_liver_cancer_AS1124	ZH413_liver_cancer_AS1120	ZH416_liver_cancer_AS1125	ZH403_liver_cancer_AS1109	ZH411_liver_cancer_AS1117	ZH401_liver_cancer_AS1106	ZH398_liver_cancer_AS1097	ZH390_liver_cancer_plasma	ZH402_liver_cancer_AS1107	ZH412_liver_cancer_AS1118	ZH405_liver_cancer_AS1112	ZH280_liver_cancer_plasma_5mC	ZH176_liver_cancer_plasma_5mC	ZH171_liver_cancer_plasma_5mC	ZH388_liver_cancer_plasma	ZH392_liver_cancer_plasma	ZH387_liver_cancer_plasma	ZH175_liver_cancer_plasma_5mC	ZH378_liver_cancer_plasma_5mC	ZH281_liver_cancer_plasma_5mC	ZH409_liver_cancer_AS1115	Merge063_AS1047_plasma_5mC	ZH186_liver_cancer_plasma_5mC	Merge032_AS1024_plasma_5mC	Merge067_AS1021_plasma_5mC	ZH389_liver_cancer_plasma	ZH267_liver_cancer_plasma_5mC	ZH410_liver_cancer_AS1116	ZH279_liver_cancer_plasma_5mC	ZH396_liver_cancer_AS1090	Merge034_AS1030_plasma_5mC	ZH397_liver_cancer_AS1091	Merge065_AS1045_plasma_5mC	Merge033_AS1028_plasma_5mC	ZH326_liver_cancer_plasma_5mC	ZH180_liver_cancer_plasma_5mC	ZH269_liver_cancer_plasma_5mC	Merge066_AS1054_plasma_5mC	ZH283_liver_cancer_plasma_5mC	ZH391_liver_cancer_plasma	ZH408_liver_cancer_AS1123	ZH377_liver_cancer_plasma_5mC	Merge068_AS1067_plasma	ZH174_liver_cancer_plasma_5mC	Merge064_AS1055_plasma_5mC	Merge067_AS1068_plasma	Merge035_AS1041_plasma_5mC	Merge066_AS1069_plasma	ZH266_liver_cancer_plasma_5mC	ZH319_liver_cancer_plasma_5mC	Merge064_AS1072_plasma	Merge078_L0253_plasma	ZH420_normal_L0180	Merge079_L0262_plasma	ZH372_normal_plasma_5mC	Merge076_L0107_plasma	Merge077_L0251_plasma	ZH427_normal_L0286	ZH374_normal_plasma_5mC	ZH375_normal_plasma_5mC	ZH428_normal_L0301	ZH419_normal_L0176	ZH424_normal_L0276	ZH371_normal_plasma_5mC	ZH421_normal_L0198	Merge082_L0304_plasma	ZH272_normal_plasma_5mC	Merge085_L0287_plasma	ZH324_normal_plasma_5mC	ZH273_normal_plasma_5mC	ZH373_normal_plasma_5mC	ZH446_normal_L0305	ZH332_normal_plasma_5mC	ZH435_normal_L0257	ZH275_normal_plasma_5mC	ZH274_normal_plasma_5mC	ZH429_normal_L0105	ZH441_normal_L0271	ZH295_normal_plasma_5mC	ZH294_normal_plasma_5mC	ZH442_normal_L0275	ZH333_normal_plasma_5mC	ZH299_normal_plasma_5mC	ZH293_normal_plasma_5mC	Merge093_L0223_plasma	Merge094_L0230_plasma	ZH300_normal_plasma_5mC	ZH296_normal_plasma_5mC	ZH570_5mC	ZH577_5mC	ZH583_5mC	ZH575_5mC	ZH574_5mC	ZH568_5mC	ZH573_5mC	ZH587_5mC	ZH579_5mC	ZH581_5mC	ZH580_5mC	ZH567_5mC	ZH585_5mC	ZH582_5mC	ZH601_normal_L587100258_5mC	ZH602_normal_L587101460_5mC	ZH603_normal_L587101751_5mC	ZH604_normal_L587101758_5mC	ZH605_normal_L587101955_5mC	ZH606_normal_L587102427_5mC	ZH607_normal_L587102444_5mC	ZH608_normal_L587102503_5mC	ZH609_normal_L587102534_5mC	ZH610_normal_L587102548_5mC	ZH611_normal_L587102705_5mC	ZH612_normal_L587102708_5mC	ZH619_normal_L587101229_5mC	ZH622_normal_L587103340_5mC	ZH623_normal_L587102183_5mC	ZH624_normal_L587103979_5mC	ZH625_normal_L587100742_5mC	ZH626_normal_L587103588_5mC	ZH627_normal_L587102447_5mC	ZH628_normal_L587101236_5mC	ZH629_normal_L587100058_5mC
normal_up_1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	-0.366576491661792	NA	NA	1	1	1	1	NA	1	1	1	NA	-0.686433047618506	NA	NA	0.870689655172414	NA	NA	NA	1	1	1	-0.782860682330318	-1	1	NA	NA	NA	NA	0.853383390919158	-0.71428519487381	0.880657490410099	-1	NA	1	NA	1	NA	0.100719413740172	NA	NA	1	NA	1	1	-1	-0.600000023841858	NA	NA	-0.619047357922509	NA	NA	NA	NA	-1	NA	-1	NA	NA	NA	1	1	1	1	NA	0.568091404748662	NA	1	1	1	NA	NA	-0.555555105209351	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	-1	NA	-1	NA	1	NA	1	NA	0.665597166734583	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.852381462710244	-1	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	1	1	NA	NA	1	1	0.826784135364905	NA	1	1	NA	1	-0.333333343267441	NA	NA	1	NA	0.782857142857143	NA	NA	1	1	-1	NA	1	NA	NA	NA	1	1	NA	NA	NA	-0.00591715976331361	0.691275167785235	1	1	NA	1	1	1	1	NA	NA	0.506493605576552	-0.331030357182026	1	0.961018740311521	1	1	1	1	1	1	1	1	1	1	0.859999737143517	1	1	1	1	NA	1	NA	1
normal_down_102	1	1	1	0.982938186807947	1	1	0.640824726399253	0.871350216143059	1	1	1	1	1	NA	1	1	0.966007150291057	1	1	NA	1	1	1	1	1	NA	NA	NA	1	NA	1	1	1	1	1	1	NA	0.730141628872265	0.966247875516008	1	NA	1	1	1	1	1	1	NA	1	1	0.946025666594505	1	1	1	0.475613264604048	1	1	1	NA	NA	1	1	NA	1	0.81229219602984	1	1	1	NA	1	0.822296293008895	0.781420154230935	0.764706015586853	NA	0.596699495141099	NA	NA	0.797344035827197	0.795702202866475	NA	0.835918145359687	0.636362910270691	1	1	0.892518263596755	1	0.798691036020006	1	NA	1	1	1	1	1	1	1	0.527381548285484	NA	1	1	0.865496831504922	NA	NA	1	NA	1	1	1	1	1	1	0.546926412799142	1	0.599999666213989	NA	0.650844348010732	1	1	NA	1	NA	1	NA	0.840136674472264	0.898787777423859	NA	1	NA	NA	NA	0.954860808672728	NA	1	1	0.422929512461027	NA	NA	1	1	1	0.843143417673596	NA	0.767704266113239	NA	NA	NA	1	1	NA	0.702040588369175	NA	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	0.666666090488434	1	NA	NA	1	NA	NA	NA	NA	NA	0.831236677292066	0.845532006100763	NA	0.888888657093048	0.889996631843288	0.687421628832817	1	NA	1	NA	0.714286208152771	0.905837470576877	0.768473399312873	NA	1	1	NA	NA	NA	NA	1	NA	NA
liver_cancer_down_88	NA	NA	1	NA	NA	1	0.796614608639165	0.894495690634491	0.749999523162842	1	1	NA	NA	NA	0.779479946820967	1	1	1	1	1	NA	1	NA	0.852882505758949	NA	NA	1	0.666666388511658	1	1	NA	1	NA	1	0.5	0.499999612569809	NA	0.800808168707355	0.830807755390803	NA	0.958894498370312	0.95129869686019	NA	0.441300666962679	0.73351521946135	0.777297668880032	1	NA	NA	NA	0.666666984558105	NA	NA	NA	1	0.937765282969321	1	1	NA	NA	1	NA	0.787499837577343	0.500000417232513	0.897116241195509	1	NA	NA	NA	NA	0.925532815155682	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.568300365440307	NA	0.768393601114685	NA	NA	1	NA	NA	1	NA	NA	NA	0.714285969734192	NA	NA	0.918381647717568	NA	NA	NA	0.942133855216111	NA	0.333333343267441	NA	0.886424634725817	0.728571434020996	NA	NA	NA	NA	NA	NA	0.818470429290425	1	NA	0	1	NA	NA	NA	NA	NA	0.912537906456877	0.263273274932785	NA	1	0.621217088833932	0.777777969837189	NA	0.853332154212459	0.893674836917357	0.759979943258572	1	1	0.493748694658279	0.737698255976041	0.856060285158832	NA	1	1	NA	0.683391159099917	0.586606853774616	NA	NA	NA	1	NA	1	-0.333333343267441	0.333332687616348	NA	NA	NA	1	NA	0	1	1	NA	NA	1	0.746437639959397	0.308651104689606	1	1	1	1	NA	0.961747429095024	1	0.845684960484505	0.987435562185722	0.694583641303765	0.800148675163973	0.956989122975257	0.623557869945803	NA	0.784986056627766	1	0.796382756990807	0.821969742124731	NA	1	1	1	1	0	0.887769033351252	NA	1	1
brain_cancer_up_3	NA	-1	-1	-1	-1	-1	-1	-1	-1	-0.864502505822615	-1	NA	-1	-0.80261801481247	-0.566055063752161	-0.863905456255783	NA	NA	-1	-0.699634194374084	-1	NA	NA	-1	-0.768308088860729	-1	-0.750045393678275	NA	-1	-0.733946263790131	NA	-1	NA	-1	NA	-1	NA	-0.890120264730955	-0.663635754585266	-1	-1	-1	NA	-1	-1	NA	NA	NA	-1	-1	-1	-1	-1	-0.722196239639412	-0.720804193845162	-0.79961414594908	NA	-1	-1	-1	NA	-1	-1	NA	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	-0.732382233703838	-0.715261044709579	NA	-1	-1	NA	-1	NA	NA	-1	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	-1	-1	NA	NA	-1	-1	NA	-0.707022455789275	NA	NA	NA	NA	-1	-1	NA	NA	-1	NA	-1	NA	NA	-1	-1	-1	-1	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	-1	NA	-0.416666536033154	-1	-1	-1	-1	NA	-1	-1	-1	NA	NA	NA	NA	-1	NA	NA	NA	-1	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
brain_cancer_up_13	1	NA	1	-0.251446194079233	0.299805064342524	NA	NA	1	1	1	NA	1	NA	1	NA	NA	0.622382508199426	NA	0.762548185884953	NA	-0.336169681688345	0.968608537688851	NA	0.969239188825256	-0.329712991028616	NA	0.812147468469943	NA	0.488172523244735	1	NA	NA	1	-0.500000476837158	NA	1	NA	-0.111110933125019	NA	1	0.157608675568	NA	NA	NA	1	0.960832451916721	1	-0.428571939468384	1	1	NA	NA	1	0.601731598764271	1	1	1	NA	1	NA	NA	1	1	NA	NA	NA	1	1	1	1	1	1	NA	-0.193014350687635	-0.72010555697812	NA	-0.449849524189917	0.915670149346702	-0.630581822094879	NA	1	NA	NA	0.200000375509262	-0.802336571117242	1	-0.373775098845363	1	NA	0.61256076910036	-0.613080587111363	NA	-0.428571403026581	-0.0816013375147779	1	NA	NA	0.710982658098199	NA	NA	1	1	NA	-1	1	-0.366300374269485	NA	0.842906897358349	1	1	NA	-0.495003293569271	0.374193919842602	NA	1	1	-1	NA	NA	0.018918877402788	1	NA	-0.4124289670233	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	-0.771969315680591	NA	-0.0714283958077431	NA	NA	-0.0873581509804353	NA	NA	1	NA	0.625	0.281003539635386	1	-1	0.917968772817403	NA	NA	-1	0.299095422145008	-1	NA	NA	1	NA	NA	NA	-1	-0.725489553283243	NA	NA	NA	1	-0.500000476837158	NA	-0.33333283662796	NA	NA	NA	NA	-0.670029420344556	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_102	-0.866288236486233	-0.587875951347607	-1	-0.777800274770812	-0.583995282948017	-0.925313355593846	-0.563485418047224	-1	NA	-0.808608987358179	-0.841508976266354	-0.500000476837158	-1	-0.389931317014867	NA	-1	-0.842515441974004	NA	NA	NA	-0.802342691314899	-0.568234051173588	-0.369048202037811	-0.433595196369591	-0.619642857673033	NA	-0.666666984558105	-0.333332747220993	-0.233402576534048	-0.633579761452145	NA	-1	-0.549628859592809	-1	NA	-0.52352906500592	-1	-0.304667907398801	NA	-1	-0.75	-0.661101905672763	-0.753177663495949	-0.846563623459251	-0.647619410355886	NA	NA	-0.306729953539999	NA	-0.350429387083129	-1	NA	NA	NA	-0.458890199661255	NA	-1	NA	-0.640000010728836	-0.852617076852105	NA	-1	-0.696594705664983	-0.500000417232513	-0.404465711430499	-0.714285969734192	-1	NA	NA	NA	-0.77911433386497	-0.807350135240398	-0.724089545863015	NA	-0.756802488650594	NA	-0.836597096920013	-0.666666328907013	NA	-0.638636355102062	-0.826433382928371	NA	NA	NA	NA	-0.506172491444482	-0.0705163862626508	0.106227299341789	NA	NA	NA	NA	NA	NA	NA	NA	0.142856881022453	NA	-0.200619920610617	-0.668140252431234	NA	NA	NA	NA	-0.137133469048422	NA	NA	-0.620893429154935	NA	-0.0901619771600894	NA	-0.440808726922094	NA	NA	-1	-0.92180451593901	NA	NA	-1	-0.596154098327343	NA	NA	NA	-0.636363446712494	-1	NA	-0.776969158649445	-0.813943176610129	NA	-1	NA	NA	-0.272521232215452	NA	-0.500000417232513	NA	NA	-1	-1	-0.666666030883789	NA	-0.666192604228854	NA	NA	-0.600000321865082	NA	-0.320538259214825	-0.277386940603879	-1	NA	-1	-0.333332657814026	-0.415902322858845	NA	-1	NA	-0.743827161827573	-0.890825623492582	NA	0	-0.795585264993268	NA	-0.715475599139424	-0.290988679404731	-1	-1	-0.684992073120269	NA	-1	-1	-0.739074983439603	NA	-0.671392685275967	-0.333333969116211	-0.918803798710858	-0.898093402718699	-1	NA	-0.878544461013924	-1	-0.697865875090583	-0.895464688113758	-0.38627140171139	-0.78628803440865	-0.630955387211446	-0.826963753647106	-1	-0.655346140873675	-1	-0.833495713902648	-0.513513707899833	-0.714286208152771	NA	-1	-1
liver_cancer_down_107	-0.601688275734583	-0.412434674444653	-0.23796574984278	-0.579662699074972	-0.685111102603731	-0.608664262862433	-0.552519257579531	-0.879948826063247	-0.814091292165575	-0.830451592093422	-0.965860481773104	-0.353464097494171	-0.89915977205549	-0.169603416110788	-0.938177544446219	-0.793040190424238	-0.952380992117382	-0.571050785836719	-0.578835762682415	-0.701031412397112	1	-0.792596516155061	-0.660276535011473	-0.142857119441032	-0.676767643955019	0.208189079394707	-0.222405514546803	-1	-0.428571850061417	-0.599999606609344	-0.364566973277501	0.600000023841858	-0.375824355653354	-0.500000476837158	-0.970588237047195	-0.0160719323903322	-0.0954083310706275	-0.462164531151454	-0.718007302000409	-0.549255155381702	-0.270616582816555	-0.782423826910201	-0.735083581436248	-0.809069888932364	-0.766255996729198	-0.877794377860569	-0.0917129059572045	-0.542156196775891	-0.154114630428099	-0.50708053012689	0.395117093232416	-0.75	-0.786577748400824	-1	-1	NA	-0.401587034974779	-0.420199060723895	-0.890109939234597	-0.64568846992084	NA	-0.304756608392511	-0.642279636292231	NA	-0.38510812109425	-0.673106945696331	-0.131249693089298	-0.11428559252194	NA	-0.0525239801832608	-0.537430340335483	-0.326938958040306	-0.482869738624209	0.151209886939753	-0.633377813157581	-0.362802605543818	-0.522413544711612	NA	-0.519480083669935	-0.0390310643152112	-0.833670707737527	NA	NA	0.400289346010257	-0.824967581778765	NA	0.0817944047795165	-0.109865105932667	-0.0757865200617484	NA	-0.0248181237173932	-0.516494102383915	-1	-0.196482219511554	0.0897718352221307	0.2143911501536	0.0627197339325338	0.0192080742369095	0.411887766202775	-0.402812585944221	-0.137511739241225	-0.825899197941735	-0.121096203014964	-0.786391363257454	-0.0885721824708439	-0.0478966971415849	0.278316182040033	NA	0.224660012498498	0.0470085892648924	-0.25700806081295	-0.147016243122163	-0.814814627170563	-0.145846299827099	-0.263353628416856	NA	0.136451938588704	-0.423280430691583	-0.609251619804473	-0.00801216491631099	0.415140131399745	-0.220516237474623	-0.466666847467422	-0.425754974285762	-0.79611841127986	NA	-0.03502813305351	-0.678135888917106	-0.900340114321027	-0.308632302142325	-0.0218991186203701	-0.188188046216965	-0.432007924431846	-0.210788067016337	-0.250000476837158	NA	-0.142857387661934	-0.918534852209545	-0.0773647139339071	-0.142856702208519	0.20169074496343	0	0.0806259860595067	-1	-0.0144694044783309	-1	-0.0291485458257652	0.169523803676878	-0.499999552965164	-0.928571347679411	0.5	-0.286629934396063	NA	-0.0746241258013816	0.333333343267441	-0.590476197855813	-0.333333343267441	NA	NA	0.285714626312256	-0.668845314355124	-0.866439678839275	-0.917589220262709	-0.799788924909773	-0.436993024178914	-1	-0.572751429818925	-0.85661383895647	-1	-0.607407198065803	-0.939828945530785	-0.283600788031306	-0.858528900714148	NA	-0.751531392335892	-0.636992709977286	-0.665175967273258	-0.589161109356653	-1	-0.520722409089406	-0.551874441050348	-0.685909695568539	-0.457671894204049	-0.904960332881837	-0.740050615299316	-0.542517153989701	-0.702130537657511	-0.752996328331175	-0.775067515316464	-0.877365786404837	-0.90967618567603	-0.855891453368323	-0.703297078609467	-0.917440601757595	-0.634688002722604
normal_down_67	0.868773065557416	0.777612959715857	1	1	0.640693017930696	0.971052834620843	0.799083363871242	1	1	0.799015998324721	0.938683120239196	1	0.958304277565926	0.677344706521105	0.684210054490758	0.895350406737798	1	0.606149920612384	0.797131507209054	0.971741694892566	0.929066143550125	1	1	1	1	1	1	1	0.560710762307127	0.834920389784707	0.583448674921262	1	0.798037490530594	1	1	1	1	0.959723212183478	0.969591210732299	1	0.856410389864824	0.93348100010691	0.864588684390206	1	0.888650760054588	0.728284039419063	0.757796334532591	1	0.666861860558044	0.953768669770508	0.888628189338417	0.867279842871578	0.678793275578422	0.838839564679946	1	1	1	NA	0.853030289922442	NA	NA	0.845804066703723	1	0.103149461816615	0.926166611462832	1	0.333333343267441	1	NA	1	0.777750332341638	0.704270341900835	0.730795682008777	0.779778974081473	0.931876636550812	0.977047677346092	0.935504152224614	1	1	0.818181812763214	0.932011384768842	0.958913396386539	1	1	1	1	0.974852353711671	0.837970755469631	NA	1	0.947596371449806	1	1	0.826928650499672	0.907136209043009	NA	0.968253996637132	0.404151409864426	0.84778133553532	0.960264895925459	NA	0.738547353694836	1	0.783153651626605	1	1	1	0.968004189669814	1	0.934759525867997	1	NA	1	0.971014444378839	0.919969626589318	1	1	0.698275862068966	1	1	1	1	NA	0.977527620140896	0.843407497290642	0.842003134956137	1	1	0.868879529244122	0.928910521057009	1	-0.027138276497523	1	1	0.382401585578918	NA	0.934326399077651	0.875549599152653	1	0.920177328470087	0.928308977361988	0.687309257054733	0.861295663792154	0.934946501392058	NA	0.577763497550911	0.57989981011505	0.554166679581006	0.776758352294564	0.926499421161319	NA	NA	0.514828966734441	1	NA	NA	NA	NA	-1	NA	NA	0.749656048360144	0.676203695108306	NA	0.744841261417605	0.687555361877788	0.614393399068804	0.500000476837158	NA	NA	NA	0.666666686534882	0.608392371581151	0.740661264239968	0.608051173743748	0.865672460232658	0.817681996572402	NA	0.562834769487381	0.499999523162842	0.580842863945734	1	1	0.899830206107068	NA	0.0477031942536222	0.189485537283348	1	NA	0.406894366702308	NA	NA	0.761502822240194	0.201244800552434	NA
liver_cancer_down_7	-1	-0.945505091122219	-1	-1	-1	-0.861067517559127	-0.794134334210427	NA	-0.791047216423096	-1	NA	NA	-1	-1	NA	-1	-0.699593894440552	NA	-0.868565414211538	NA	NA	-1	-0.682773406014723	-1	NA	NA	NA	NA	-1	-1	NA	NA	-1	-1	NA	NA	-1	NA	-0.729728343004876	NA	NA	-0.89372161090374	-0.964456487086511	-1	-1	-0.811631667263368	NA	NA	NA	-1	NA	-1	NA	-1	-1	-0.820513120064369	-1	-1	-1	-1	NA	NA	NA	-1	-1	-1	NA	-1	NA	-1	NA	NA	NA	NA	NA	-1	NA	-1	NA	NA	-1	NA	NA	NA	-0.853475853358165	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	-1	NA	-1	-1	-1	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-1	-0.81818163394928	NA	-1	-1	-1	-1	NA	-1	-1	-1	NA	NA	-0.744747705319349	NA	-1	-1	NA	NA	-1	NA	-1	NA	NA	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	-0.65252499146895	NA	NA	-1	-1	-1	-0.642666065692902	-1	-1	NA	NA	NA	-1	NA	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-0.875094919293015	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1
normal_down_46	-0.80997786067781	-0.828357628347345	-0.848662464581814	-0.639322586560528	-0.527757621624253	-0.983983954867801	-0.839617719252904	-0.825136293535647	-0.802589285525547	-0.717013430038779	-0.752714622113491	-0.247916222239534	-1	-1	-0.636424165704976	-0.849418349998934	-0.686572381573865	-0.270390554311428	-0.649584060420795	-0.372065808638524	NA	-0.954142854603348	-0.743424755578138	-0.73700589464932	NA	-0.941829018954989	-0.56676325334443	-0.846153717774611	-0.200000792741776	-0.981699328406964	-0.67519046082107	-1	-0.455609975651854	-0.760165640813673	-0.0634752215549408	-1	-0.940151956758611	-0.621269351552899	-0.629531247888581	-0.516415221894041	-0.844224851131439	-0.918312755308263	-0.734391602221876	NA	-0.775925997485462	-0.799977485458227	-0.783613141675353	-0.653878787380248	-0.886694727838039	-0.937124488618639	-0.908618548411434	-0.143816732443296	-0.531993409669077	-1	-0.789438941591495	-0.403436214029789	-0.890195133389202	NA	-1	-0.903639677223886	-0.037336370668241	-0.993514907963081	-0.325577733089339	NA	-1	-1	0.333333343267441	-1	-1	-1	-0.637949784123708	-0.909721388659125	-0.634338709663172	-0.631597617025041	-0.54682033952572	-0.634529600115602	-0.585253456234932	-0.776815532906655	-0.781064037336122	-0.835653294158238	-0.769582093178809	-0.734601425985418	-1	-0.86845229398039	-0.859875034497406	-0.811485626122367	-0.25000074505806	NA	NA	-0.871855562762991	-0.894222621092073	-1	-0.903204732599889	-0.862567045113456	-1	-0.901035712154923	-0.741177338686435	-0.732142835855484	NA	-1	-0.943909842140821	-0.872103444477807	-1	-0.550793956467175	-0.760106816829874	-0.786280861922673	-0.920349633183461	-0.980535885703239	-0.688901888542488	-0.98137853442463	-1	-0.833485986961394	-0.976264720027511	-0.915611683567868	-0.752194102944397	-0.928739825111419	-0.927359867188717	-0.5	-0.862665745534785	-0.933656605614556	-0.410235606041192	-1	-1	-0.697078636590985	-0.957788756117225	-0.809523642063141	-0.707920797169209	-0.760046103353166	-0.506902788733614	-0.561413176444718	-0.969757298783106	NA	-0.82230233225188	-0.827510983721027	-0.963215504338344	-0.925649658935826	-1	-0.884520212708391	-1	-1	NA	-1	-1	-0.833134197940429	NA	-0.642446890647309	-1	-0.640606560561334	-0.499999552965164	-0.52168880165319	NA	NA	-1	-0.255044101539886	NA	-1	-0.37037959917743	-0.834329967136977	NA	NA	NA	NA	NA	NA	-0.969999943673611	NA	0.303459704368414	1	NA	0.454325625034565	NA	-0.558272182124935	-0.327703009410338	-0.250813524575781	-0.588315736502409	-0.0867617773590609	0.0454544611275196	-0.555555164813995	NA	-1	-0.0439847793187136	NA	NA	-0.5925868167327	0.0741474363364671	-0.558481975957071	NA	NA	NA	NA	NA	NA	0	-0.60718258884218	NA
liver_cancer_down_43	0.900970840338364	1	1	1	1	1	1	1	NA	1	1	0.168534643486538	1	NA	1	1	0.880466579174509	NA	1	NA	1	1	1	1	1	1	NA	1	NA	1	NA	1	NA	0.766666889190674	0.4375	NA	NA	1	0.750746568883529	1	NA	0.884020622243586	NA	0.386301727406681	NA	1	0.624774131866602	NA	1	1	1	1	NA	1	0.633758133816942	0.600000381469727	1	NA	NA	NA	0.481080860704989	1	1	1	1	0.500000417232513	NA	0.333333343267441	NA	NA	NA	1	1	NA	NA	NA	NA	0.333333969116211	0.861934716688758	1	NA	0.663911220455958	1	NA	NA	NA	1	0.749999761581421	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	0.685863879026543	NA	NA	NA	NA	NA	NA	0.790634765625	0.852451315067085	0.599999606609344	NA	NA	NA	NA	NA	NA	0.298941798941799	NA	NA	NA	1	1	1	1	NA	0.735385840665029	NA	0.541201631750977	NA	0.888275022006167	0.708821228189434	1	0.715633080987369	0.896618726274892	0.645348788067034	NA	1	0.912195035597173	1	1	NA	1	0.463148988045014	1	1	0.799610894941634	NA	1	0.662551138626695	NA	NA	1	0.601265966137753	1	1	0.560360363045254	1	1	1	NA	1	NA	0.702974425914051	NA	1	NA	NA	NA	1	1	0.91960536984343	NA	NA	0.664483659226319	1	0.880560191626048	NA	1	1	1	0.941081141144776	1	0.714286208152771	1	0.909834291581269	NA	1	1	1	1	1	1	NA	1	0.665908806025982
